,price,square_meters,bedrooms,bathrooms,parking_spaces,address,description,colony,latitude,longitude
815,2411995,2411995,2,2,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
816,2399500,2399500,2,2,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
817,1595810,1595810,1,1,0,OBRERA,"DEPARTAMENTO EN PREVENTA EN CASTELLA RESIDENCIAL, CUAUHTEMOC, CDMX 1 RECAMARA",CUAUHTEMOC,19.3200700913,19.3200700913
818,2450000,2450000,1,1,2,LOCAXCO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL SENDA SANTA FE, CONTADERO, 1 RECAMARA.",SANTA FE,19.3892631023,19.3892631023
819,3420000,3420000,1,1,2,LOCAXCO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL SENDA SANTA FE, CONTADERO, 1 RECAMARA.",SANTA FE,19.3892631023,19.3892631023
820,3050000,3050000,1,1,2,LOCAXCO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL SENDA SANTA FE, CONTADERO, 1 RECAMARA.",SANTA FE,19.3892631023,19.3892631023
821,2756000,2756000,1,1,2,LOCAXCO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL SENDA SANTA FE, CONTADERO, 1 RECAMARA.",SANTA FE,19.3892631023,19.3892631023
822,2600000,2600000,1,1,2,LOCAXCO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL SENDA SANTA FE, CONTADERO, 1 RECAMARA.",SANTA FE,19.3892631023,19.3892631023
823,3500000,3500000,1,1,1,LOCAXCO,"DEPARTAMENTO EN VENTA EN RESIDENCIAL SENDA SANTA FE, CONTADERO, 1 RECAMARA.",SANTA FE,19.3892631023,19.3892631023
824,1450000,1450000,3,1,0,POPOTLA,DEPARTAMENTO EN VENTA FELIPE CARRILLO PUERTO,POPO,19.4457823588,19.4457823588
825,5990000,5990000,2,2,2,ANAHUAC I SECC,EXCELENTE DEPARTAMENTO EN VENTA EN HARES POLANCO DE 2 RECAMARAS,ANAHUAC I,19.4471950354,19.4471950354
826,3450000,3450000,1,1,1,CUAUHTEMOC,RIO PANUCO CUAUHTEMOC,CUAUHTEMOC,19.3200700913,19.3200700913
827,3018000,3018000,2,2,1,CARMEN,"DEPARTAMENTO EN PREVENTA EN BIANCO, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
828,2448290,2448290,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
829,4973623,4973623,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO 4, CUAUHTEMOC, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
830,5155987,5155987,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO 4, CUAUHTEMOC, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
831,5319669,5319669,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO 4, CUAUHTEMOC, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
832,4992305,4992305,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO 4, CUAUHTEMOC, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
833,5978544,5978544,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO 4, CUAUHTEMOC, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
834,5886566,5886566,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO 4, CUAUHTEMOC, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
835,3231138,3231138,2,2,1,ALAMOS,"DEPARTAMENTO  EN PREVENTA EN BOLIVAR 577 EN  BENITO JUAREZ,  CDMX,  3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
836,3276765,3276765,2,2,1,ALBERT,"DEPARTAMENTO  EN PREVENTA EN ALBERT 38 EN  BENITO JUAREZ,  CDMX,  2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
837,4100000,4100000,2,3,2,NUEVA VALLEJO I SECC,"DEPARTAMENTO EN VENTA EN RESIDENCIAL PUNTO VALLEJO, GUSTAVO A MADERO, 2 RECAMARAS",VALLEJO I,19.4678259013,19.4678259013
838,2400000,2400000,2,2,1,NUEVA VALLEJO I SECC,"DEPARTAMENTO EN VENTA EN RESIDENCIAL PUNTO VALLEJO, GUSTAVO A MADERO, 2 RECAMARAS",VALLEJO I,19.4678259013,19.4678259013
839,2600000,2600000,2,2,1,NUEVA VALLEJO I SECC,"DEPARTAMENTO EN VENTA EN RESIDENCIAL PUNTO VALLEJO, GUSTAVO A MADERO, 2 RECAMARAS",VALLEJO I,19.4678259013,19.4678259013
840,2700000,2700000,2,2,1,NUEVA VALLEJO I SECC,"DEPARTAMENTO EN VENTA EN RESIDENCIAL PUNTO VALLEJO, GUSTAVO A MADERO, 2 RECAMARAS",VALLEJO I,19.4678259013,19.4678259013
841,4292974,4292974,2,2,1,ALAMOS,"DEPARTAMENTO  EN PREVENTA EN BOLIVAR 577 EN  BENITO JUAREZ,  CDMX,  2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
842,5392005,5392005,2,2,2,ALAMOS,"DEPARTAMENTO  EN PREVENTA EN BOLIVAR 577 EN  BENITO JUAREZ,  CDMX,  3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
843,4998302,4998302,2,2,1,ALBERT,"DEPARTAMENTO  EN PREVENTA EN ALBERT 38 EN  BENITO JUAREZ,  CDMX,  2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
844,4203173,4203173,2,2,1,COL DEL VALLE SUR,"DEPARTAMENTO  EN PREVENTA EN AV. COYOACAN 1129  EN  BENITO JUAREZ,  CDMX,  2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
845,4473489,4473489,2,2,1,COL DEL VALLE SUR,"DEPARTAMENTO  EN PREVENTA EN AV. COYOACAN 1129  EN  BENITO JUAREZ,  CDMX,  2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
846,6339483,6339483,3,2,1,NARVARTE ORIENTE,"DEPARTAMENTO  EN PREVENTA EN MONTE ALBAN 214 EN  BENITO JUAREZ,  CDMX,  3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
847,1924000,1924000,2,2,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
848,2213600,2213600,2,2,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
849,2900000,2900000,1,1,1,LA ROSITA,DEPARTAMENTO EN LA CITE SANTA FE,SANTA FE,19.3892631023,19.3892631023
850,2371860,2371860,2,1,1,ATLAMPA,"DEPARTAMENTO EN PREVENTA EN SANTA MARIA PARK, CUAUHTEMOC, CDMX 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
852,5500000,5500000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
853,5650000,5650000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
854,2422910,2422910,2,1,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
857,6800000,6800000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
860,1826880,1826880,2,1,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
861,1884760,1884760,2,2,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
862,1951280,1951280,2,2,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
863,2015760,2015760,2,2,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
864,2084860,2084860,2,2,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
865,6900000,6900000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
866,6850000,6850000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
867,5100000,5100000,2,2,0,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
868,5850000,5850000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
869,6800000,6800000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
870,62950000,62950000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
871,5350000,5350000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
873,5300000,5300000,6+,3,4+,EL SANTUARIO,HERMOSA RESIDENCIA EN IZTAPALAPA,EL SANTUARIO,19.3546652532,19.3546652532
874,2195000,2195000,1,1,0,COL DEL VALLE CENTRO,REMATO DEPARTAMENTO 1 RECAMARA CALLE ANICETO ORTEGA COL DEL VALLE CENTRO ALC BENITO JUAREZ  CP 03100,BENITO JUAREZ,19.3296058799,19.3296058799
875,5600000,5600000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
876,5400000,5400000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
877,5450000,5450000,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 18, CIUDAD DE MEXICO, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
891,12700000,12700000,4,4+,3,SAN JOSE INSURGENTES,CASA NUEVA EN VENTA 4 RECAMARAS SAN JOSE INSURGENTES BENITO JUAREZ CDMX,BENITO JUAREZ,19.3296058799,19.3296058799
893,4574124,4574124,3,2,2,SAN PEDRO DE LOS PINOS,"DEPARTAMENTOS EN PREVENTA U PLACE PERIFERICO, ALVARO OBREGON, 3 RECAMARAS",SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
894,4068000,4068000,2,2,2,SAN PEDRO DE LOS PINOS,"DEPARTAMENTO EN PREVENTA EN U PLACE PERIFERICO, ALVARO OBREGON, 2 RECAMARAS",SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
896,2745000,2745000,2,2,1,DOCTORES,"DEPARTAMENTO EN VENTA EN ANTICA, CUAUHTEMOC, 2 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
897,3850000,3850000,3,2,2,SAN RAFAEL,ROSAS MORENO SAN RAFAEL,SAN RAFAEL,19.4864549617,19.4864549617
898,3483000,3483000,1,1,1,SAN PEDRO DE LOS PINOS,"DEPARTAMENTO EN PREVENTA EN U PLACE PERIFERICO, ALVARO OBREGON, 1 RECAMARA",SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
900,6478220,6478220,1,1,1,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 1 RECAMARA.",JUAREZ,19.4270038256,19.4270038256
901,7968379,7968379,1,2,1,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 1 RECAMARA.",JUAREZ,19.4270038256,19.4270038256
902,5134467,5134467,1,1,2,JUAREZ,"DEPARTAMENTOS EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 1 RECAMARA.",JUAREZ,19.4270038256,19.4270038256
903,12156018,12156018,2,2,2,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 2 RECAMARAS.",JUAREZ,19.4270038256,19.4270038256
904,8402393,8402393,2,2,1,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 2 RECAMARAS.",JUAREZ,19.4270038256,19.4270038256
905,7452082,7452082,1,1,1,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 1 RECAMARA.",JUAREZ,19.4270038256,19.4270038256
906,17094611,17094611,2,3,2,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 2 RECAMARAS.",JUAREZ,19.4270038256,19.4270038256
907,7336383,7336383,1,1,1,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 1 RECAMARA.",JUAREZ,19.4270038256,19.4270038256
908,5715451,5715451,1,1,1,JUAREZ,"DEPARTAMENTOS EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 1 RECAMARA.",JUAREZ,19.4270038256,19.4270038256
909,14279218,14279218,2,2,2,JUAREZ,"DEPARTAMENTO EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 2 RECAMARAS.",JUAREZ,19.4270038256,19.4270038256
910,6076967,6076967,1,1,1,JUAREZ,"DEPARTAMENTOS EN PREVENTA EN UNIVERSITY TOWER, JUAREZ, 1 RECAMARA.",JUAREZ,19.4270038256,19.4270038256
911,3634175,3634175,2,2,1,ZACAHUITZCO,"DEPARTAMENTOS EN PREVENTA EN LOURDES 50, COLONIA ZACAHUITZO, 2 RECAMARAS",ZACAHUITZCO,19.3744993934,19.3744993934
912,15757300,15757300,3,3,2,LOMAS DE TECAMACHALCO,"DEPARTAMENTO  EN VENTA EN RESERVA AHUEHUETES,  EN NAUCALPAN, MEXICO, 3 RECAMARAS.",AHUEHUETES,19.5459584432,19.5459584432
913,9490000,9490000,3,3,4+,LOMAS DE SOTELO,"CASA EN VENTA PARA OFICINAS, COL. PERIODISTA, A 5 MINUTOS DE POLANCO, CDMX",LOMAS DE SOTELO,19.4492461991,19.4492461991
914,23169400,23169400,3,3,2,LOMAS DE TECAMACHALCO,"DEPARTAMENTO  EN VENTA EN RESERVA AHUEHUETES,  EN NAUCALPAN, MEXICO, 3 RECAMARAS.",AHUEHUETES,19.5459584432,19.5459584432
915,5000000,5000000,3,2,3,TERRITORIO TORRES,"CASA EN VENTA REMODELADA, COL. HEROES DE PADIERNA, CERCA SIX FLAGS, CDMX",HEROES DE PADIERNA,19.3133186911,19.3133186911
916,2786945,2786945,2,2,1,ZACAHUITZCO,"DEPARTAMENTOS EN PREVENTA EN LOURDES 50, COLONIA ZACAHUITZO, 2 RECAMARAS",ZACAHUITZCO,19.3744993934,19.3744993934
918,28870000,28870000,3,4+,4+,JARDINES DEL PEDREGAL,MAGNIFICA CASA IMPECABLE EN CALLE CERRADA EN PEDREGAL,JARDINES DEL PEDREGAL,19.3059286486,19.3059286486
921,22790000,22790000,3,4+,3,LOS FRAMBOYANES,"CASA EN VENTA, LOMAS DEL PEDREGAL, CERCA DE PLAZA ARTZ",LOMAS DEL PEDREGAL,19.2738916573,19.2738916573
922,3083573,3083573,2,2,1,ZACAHUITZCO,"DEPARTAMENTOS EN PREVENTA EN LOURDES 50, COLONIA ZACAHUITZO, 2 RECAMARAS",ZACAHUITZCO,19.3744993934,19.3744993934
923,3623374,3623374,2,2,1,ZACAHUITZCO,"DEPARTAMENTOS EN PREVENTA EN LOURDES 50, COLONIA ZACAHUITZO, 2 RECAMARAS",ZACAHUITZCO,19.3744993934,19.3744993934
926,1650000,1650000,2,1,1,SANTA ROSA,SE VENDE DEPARTAMENTO A ESTRENAR,SANTA ROSA,19.5234517826,19.5234517826
928,5100000,5100000,3,2,2,SAN JUAN TEPEPAN,CASA EN VENTA TEPEPAN ILUMINADA,SAN JUAN,19.3783640536,19.3783640536
930,6410000,6410000,1,1,1,ESCANDON I SECC,"DEPARTAMENTO EN VENTA EN PROGRESO 40, COL. ESCANDON I SECCION, 1 RECAMARA.",ESCANDON I,19.4040332209,19.4040332209
931,3100000,3100000,3,2,2,COL DEL GAS,"DEPARTAMENTO EN VENTA EN PARQUE JARDIN, COL. DEL GAS, 3 RECAMARAS.",DEL GAS,19.4703443076,19.4703443076
932,3100000,3100000,3,3,2,COL DEL GAS,"DEPARTAMENTO EN VENTA EN PARQUE JARDIN, COL. DEL GAS, 3 RECAMARAS.",DEL GAS,19.4703443076,19.4703443076
933,3100000,3100000,3,3,2,COL DEL GAS,"DEPARTAMENTO EN VENTA EN PARQUE JARDIN, COL. DEL GAS, 3 RECAMARAS.",DEL GAS,19.4703443076,19.4703443076
934,3100000,3100000,3,2,2,COL DEL GAS,"DEPARTAMENTO EN VENTA EN PARQUE JARDIN, COL. DEL GAS, 3 RECAMARAS.",DEL GAS,19.4703443076,19.4703443076
935,24193459,24193459,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN VENTA EN EDIFICIO BASALTO, CUMBRES DE SANTA FE, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
936,24891930,24891930,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN VENTA EN EDIFICIO BASALTO, CUMBRES DE SANTA FE, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
937,17112637,17112637,2,3,0,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN VENTA EN EDIFICIO BASALTO, CUMBRES DE SANTA FE, 2 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
938,24084873,24084873,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN VENTA EN EDIFICIO BASALTO, CUMBRES DE SANTA FE, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
939,31701726,31701726,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN VENTA EN EDIFICIO BASALTO, CUMBRES DE SANTA FE, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
940,24395658,24395658,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN VENTA EN EDIFICIO BASALTO, CUMBRES DE SANTA FE, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
942,2280000,2280000,3,1,1,LA JOYA,"DEPARTAMENTO ENTRE VIADUCTO, CALZADA DE TLALPAN Y AVENIDA INSURGENTES CERCANO A LA ALCALDIA, GRAN...",LA JOYA,19.3847079384,19.3847079384
946,1260000,1260000,2,1,1,LOS REYES,VENTA DE DEPARTAMENTO 60MTS AZCAPOTZALCO CD DE MEXICO,LOS REYES,19.3962000156,19.3962000156
949,18284000,18284000,3,4+,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
950,12500000,12500000,2,3,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 2 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
951,11954000,11954000,2,3,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 2 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
952,8867000,8867000,2,3,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 2 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
953,11665000,11665000,2,3,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 2 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
954,10843000,10843000,3,3,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
955,35383500,35383500,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
956,25270000,25270000,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
957,27371500,27371500,4,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 4 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
958,45004000,45004000,4,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 4 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
961,5200000,5200000,2,2,1,JUAREZ,SE VENDE DEPARTAMENTO A UNOS METROS DE PASEO DE LA REFORMA PRECIO CON DESCUENTO,JUAREZ,19.4270038256,19.4270038256
963,4800000,4800000,1,2,2,NATIVITAS,SE VENDE DEPARTAMENTO NUEVO TIPO LOFT A UNA CUADRA DE TLALPAN EN LA BENITO JUAREZ,BENITO JUAREZ,19.3296058799,19.3296058799
965,6500000,6500000,2,2,2,ANAHUAC I SECC,DEPARTAMENTO EN VENTA MIGUEL HIDALGO POLANCO,MIGUEL HIDALGO,19.4359898482,19.4359898482
966,2300000,2300000,2,1,1,NINOS HEROES,DEPARTAMENTO EN VENTA ALCALDIA BENITO JUAREZ EN EXCELENTE ESTADO DE CONSERVACION,BENITO JUAREZ,19.3296058799,19.3296058799
968,5990000,5990000,2,2,1,HIPODROMO,CONDESA DEPARTAMENTO NUEVO LEON,CONDESA,19.4147504858,19.4147504858
969,3408000,3408000,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC NO. 710, NARVARTE PONIENTE, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
971,4239000,4239000,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
972,2831000,2831000,3,2,2,ADOLFO LOPEZ MATEOS,"DEPARTAMENTO EN VENTA EN ENTTORNO, MANZANASTITLA, 3 RECAMARAS",ADOLFO LOPEZ MATEOS,19.4200520013,19.4200520013
974,6989000,6989000,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
975,3258000,3258000,1,1,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 1 RECAMARA",BENITO JUAREZ,19.3296058799,19.3296058799
976,4020000,4020000,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
980,2599999,2599999,2,2,2,POPO,A 3 MINUTOS DE PLAZA CARSO CDMX,POPO,19.4457823588,19.4457823588
981,2780000,2780000,1,1,1,SAN PEDRO DE LOS PINOS,A UNOS PASOS DE LA ESCANDON Y PLAZA METROPOLI CDMX,SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
983,4800000,4800000,3,2,2,LORETO Y CAMPAMENTO,DEPARTAMENTO EN VENTA ALVARO OBREGON SAN JERONIMO LA OTRA BANDA,ALVARO OBREGON,19.4127921222,19.4127921222
984,5350000,5350000,4,2,4+,SANTA MARTHA ACATITLA,"CASA EN VENTA 4 RECAMARAS, SALON SOCIAL, JARDIN. EXCELENTE PARA CONVIVIR CON AMIGOS IZTAPALAPA CDMX",SANTA MARTHA ACATITLA,19.3708759874,19.3708759874
986,7800000,7800000,1,1,2,COLONIA CONDESA,"DEPARTAMENTO EN VENTA EN HIPODROMO CONDESA, 1 RECAMARA, 3 NIVELES, ROOF GARDEN",HIPODROMO CONDESA,19.4093352026,19.4093352026
987,1715000,1715000,1,1,0,PENSADOR MEXICANO,"DEPARTAMENTO EN VENTA EN CDMX, PENSADOR MEXICANO, VENUSTIANO CARRANZA",VENUSTIANO CARRANZA,19.43921016,19.43921016
990,15500000,15500000,6+,4+,2,LETRAN VALLE,VENTA CASA EN LETRAN VALLE CON USO DE SUELO PROPIA PARA OFICINAS O REMODELACION,LETRAN VALLE,19.3761321539,19.3761321539
999,3112182,3112182,2,2,0,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1000,3255516,3255516,2,2,1,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1001,2900000,2900000,2,2,2,SAN JUAN,"ULTIMOS DEPARTAMENTOS, REVOLUCION 793, COL NONOALCO, 2 RECAMARAS.",REVOLUCION,19.439002299,19.439002299
1002,3387249,3387249,2,2,1,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1003,3929852,3929852,2,2,1,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
